age,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown
27,0,253,0,0,0,25,8,242,2,-1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
39,0,494,0,0,0,10,7,106,2,478,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44,0,36,1,0,2,8,8,712,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
51,0,0,1,1,0,8,7,124,2,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,0,859,0,0,0,28,4,829,1,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
46,0,9299,0,0,0,19,5,1148,1,276,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
53,0,459,0,0,0,5,0,558,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,0,418,1,1,0,13,8,132,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52,0,2104,0,0,0,3,6,210,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,0,6739,1,0,0,14,5,68,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37,0,88,0,0,0,6,8,195,1,90,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
37,0,614,1,0,2,20,8,185,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
29,0,3528,0,0,0,8,10,137,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,0,3410,1,0,0,18,8,140,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,1109,0,0,0,13,1,328,2,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
45,0,999,1,0,2,16,8,656,2,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
39,0,1685,1,0,0,8,8,319,1,368,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
43,0,506,0,0,2,20,6,398,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40,0,158,0,0,1,30,0,712,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,0,68,0,0,0,14,1,96,2,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
58,0,269,1,0,2,16,8,38,2,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
46,0,0,0,0,2,20,6,1023,3,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
51,0,726,1,0,0,27,0,89,8,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31,0,55,1,1,0,17,0,340,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,0,718,1,0,0,6,0,122,1,98,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44,0,112,1,0,2,14,8,225,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38,0,5432,1,1,0,17,0,707,1,149,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44,0,309,1,0,0,5,3,676,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47,0,866,0,0,2,20,6,7,7,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,0,953,1,0,0,14,8,479,1,346,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45,0,0,1,0,0,24,5,137,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39,0,93,1,1,0,13,8,196,2,331,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,0,2178,0,0,0,22,10,260,2,139,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
28,0,1636,1,0,0,18,8,97,1,355,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
36,0,2161,0,0,0,8,11,708,2,183,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40,0,-66,1,0,2,6,8,288,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
59,0,2013,0,0,0,17,9,409,2,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
46,0,0,0,0,0,18,9,716,2,110,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,0,555,1,0,0,9,11,204,1,365,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
48,0,926,0,0,0,12,1,504,2,178,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
37,0,3154,1,0,0,17,0,404,1,305,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
49,0,141,0,0,0,6,1,275,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24,0,167,0,1,0,25,8,288,1,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
53,0,50,1,0,0,15,8,669,1,337,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38,0,3165,1,0,2,12,8,152,2,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
48,0,201,0,0,0,10,9,594,1,91,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
46,0,8564,0,0,0,2,1,397,2,342,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
32,0,124,0,0,0,4,3,87,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48,0,2805,0,1,0,23,5,212,2,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
27,0,821,1,1,2,16,11,23,1,778,41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24,0,2022,0,0,0,23,0,159,4,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41,0,2453,1,0,2,15,8,1052,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
46,0,186,1,0,0,11,8,643,2,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,0,14,0,0,0,13,9,167,1,92,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
24,0,507,0,0,0,3,5,257,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,0,77,0,0,0,26,0,175,1,-1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
48,0,3570,0,0,0,5,6,58,2,-1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29,0,265,0,0,0,22,8,491,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,-170,1,0,2,28,8,39,1,-1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,0,1354,0,0,0,7,11,281,3,97,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
45,0,640,1,0,0,4,8,447,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28,0,4465,0,0,0,28,4,769,1,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
50,0,2376,1,0,0,24,11,395,1,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
52,0,992,1,0,0,27,4,342,1,92,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
36,0,546,0,0,0,9,3,297,3,-1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33,0,215,1,0,0,29,5,543,12,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
40,0,2040,1,0,0,18,8,906,2,350,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
53,0,1796,0,0,1,15,2,476,1,193,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,0,542,1,0,2,18,6,604,6,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
55,0,1821,0,0,0,8,1,224,2,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
28,0,4054,1,0,0,11,8,133,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
51,0,340,1,0,2,8,8,186,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32,0,38,1,0,0,15,8,744,1,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
52,0,137,0,0,0,6,5,227,2,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
49,0,-46,1,0,2,9,6,1055,10,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30,0,450,0,1,0,14,5,72,4,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
33,0,1464,1,0,2,23,8,588,3,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37,0,71,0,1,0,8,8,254,1,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
27,0,11862,0,0,0,20,1,217,1,87,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
47,0,568,1,0,1,14,5,256,2,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51,0,5801,1,0,2,29,8,147,2,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31,0,1310,1,0,0,18,8,12,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25,0,148,0,0,0,23,5,421,1,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
33,0,1636,1,0,0,4,8,592,1,66,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
46,0,0,0,0,0,27,1,763,5,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42,0,0,0,0,2,20,6,19,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39,0,471,1,0,2,6,8,161,2,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
56,0,830,1,1,2,6,8,1201,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70,0,2575,0,0,1,20,0,216,2,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
32,0,111,1,0,2,8,8,162,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0,38,0,0,0,20,1,105,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,0,222,0,1,0,4,3,111,1,204,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
57,0,-1,0,0,2,14,8,850,2,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52,0,555,1,0,0,12,8,314,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
57,0,2109,0,0,0,21,1,107,6,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
47,0,2290,0,0,0,15,0,54,1,-1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
76,0,802,0,0,0,9,7,241,1,181,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,6596,1,0,0,20,9,88,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31,0,2616,0,0,0,21,8,374,1,185,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
35,0,975,1,0,0,16,5,102,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
49,0,128,0,0,0,12,1,696,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
70,0,1853,0,0,1,26,1,314,1,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35,0,4348,1,0,0,2,0,1074,3,217,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
75,0,4984,0,0,1,28,10,509,1,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
30,0,2551,1,0,2,5,6,142,2,-1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
46,0,4707,1,0,2,23,8,93,8,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,0,506,0,0,0,5,7,63,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
50,0,8345,0,0,0,27,3,194,1,261,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
44,0,1196,0,0,0,20,1,552,5,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
30,0,2,1,1,0,25,5,1031,8,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,53,1,1,0,6,8,530,1,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
34,0,121,1,0,1,18,8,57,6,-1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,0,297,1,0,0,26,1,63,4,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54,0,1464,0,0,0,2,10,194,2,94,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,0,304,1,0,0,19,9,274,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43,0,3186,0,0,0,16,9,380,1,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47,0,829,1,1,0,18,9,48,1,188,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60,0,0,0,0,0,7,1,401,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45,0,5315,1,1,0,15,8,262,2,-1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
39,0,861,0,0,2,20,6,32,5,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
41,0,353,0,0,0,19,9,90,2,-1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37,0,235,1,0,0,17,0,191,4,323,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
61,0,1058,0,0,0,27,0,159,3,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
46,0,567,0,0,0,18,5,142,10,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
27,0,1,1,0,0,30,5,764,4,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,0,542,1,0,2,9,8,338,3,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
38,0,1130,0,0,0,4,6,96,2,98,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
53,0,549,0,0,1,28,4,74,2,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
35,0,80,1,1,0,21,9,38,2,172,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
58,0,0,1,0,0,17,9,219,1,186,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28,0,75,0,0,2,1,6,7,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
66,0,2540,0,0,1,10,2,441,2,156,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
50,0,12519,1,0,0,21,9,615,3,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
49,0,-287,1,0,2,26,8,49,1,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
27,0,1187,0,0,1,26,3,232,1,101,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
42,0,3465,1,1,0,16,5,1039,2,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
60,0,545,1,0,2,6,8,1030,1,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
33,0,1699,0,0,0,28,4,202,1,83,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
57,0,3376,1,0,1,2,6,421,2,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
26,0,641,1,0,0,15,8,55,1,368,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
34,0,425,1,0,0,16,5,1389,7,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38,0,4406,1,0,1,13,8,689,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
37,0,1978,0,0,0,11,7,335,1,-1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22,0,372,0,0,0,6,10,218,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36,0,1400,1,0,0,11,8,608,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0,1365,1,0,2,5,6,224,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29,0,1934,0,0,0,29,11,271,1,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
21,0,243,0,1,0,17,6,181,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
53,0,252,0,0,0,31,5,727,4,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38,0,151,1,0,0,17,5,50,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,0,2383,0,0,0,13,1,379,6,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,0,16,1,0,1,29,11,316,1,119,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,0,671,1,0,2,18,6,704,4,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61,0,8729,0,0,0,30,10,480,1,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
35,0,141,0,1,0,20,9,728,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30,0,-548,1,1,0,28,5,70,2,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
33,0,318,1,0,0,8,0,1190,1,141,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,0,1235,1,0,0,28,5,104,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37,0,1978,0,0,0,9,11,404,1,182,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
40,0,-666,1,0,2,27,8,107,2,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38,0,1,1,0,0,21,9,57,5,199,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
54,0,865,1,0,0,17,9,71,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,0,-94,1,1,0,11,8,308,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36,0,202,0,0,0,1,6,206,1,192,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
46,0,0,0,0,0,22,1,686,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,917,1,0,2,20,8,292,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,0,1107,1,0,0,18,7,201,1,-1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,0,1388,1,0,0,30,0,753,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,0,447,0,0,0,4,6,327,3,77,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
58,0,544,0,0,2,17,6,97,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31,0,54,1,0,0,21,9,226,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,0,320,1,0,0,12,1,352,1,828,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22,0,216,0,0,0,6,1,178,1,179,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
35,0,80,0,0,0,20,1,67,5,-1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
58,0,-324,1,0,0,7,8,229,2,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
30,0,2568,0,0,0,4,11,563,1,100,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
44,0,-156,0,1,0,30,5,1211,2,-1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35,0,154,0,0,0,29,5,200,4,181,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
27,0,689,0,0,0,26,4,98,1,307,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
54,0,184,0,0,0,6,3,13,6,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
73,0,1843,0,0,0,11,11,106,2,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
