age,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown
34,0,589,0,0,0,1,11,300,1,44,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40,0,964,1,0,1,13,8,95,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37,0,240,0,0,2,5,6,1123,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
56,0,0,1,0,0,16,5,1222,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32,0,376,1,0,0,23,7,248,4,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,1,-36,1,0,2,3,6,482,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
62,0,1495,0,0,0,13,10,896,1,57,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
40,0,838,1,0,2,12,8,619,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,0,2,1,1,0,22,5,254,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25,0,102,0,1,0,8,5,574,2,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
32,0,2459,1,1,2,23,8,162,1,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
29,1,-397,1,0,2,28,8,114,1,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
45,0,-497,1,1,0,20,9,260,1,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
38,0,0,1,0,0,8,6,187,1,181,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
59,0,68,1,0,2,28,8,176,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
60,0,4256,1,0,0,16,9,200,1,92,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
58,0,-382,0,0,1,5,3,398,4,189,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60,0,0,0,0,0,25,1,101,3,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
41,0,1982,0,0,0,21,9,558,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
50,0,5296,0,0,0,19,9,64,7,-1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40,0,10346,0,0,0,15,6,491,2,207,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
29,0,437,0,0,0,5,1,504,1,92,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,181,1,0,0,18,8,217,4,301,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36,0,1057,0,0,0,19,5,230,2,164,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27,0,3706,1,0,2,16,8,897,1,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
56,0,-155,1,0,0,17,9,282,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,0,-14,1,0,0,14,8,223,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
47,1,0,0,0,0,18,9,81,2,-1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
32,0,-344,0,1,0,4,3,44,1,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
38,0,1583,1,0,0,15,8,386,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
39,0,8,0,1,0,17,9,333,2,96,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
55,0,0,0,0,0,27,11,262,6,193,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
54,0,496,0,0,0,13,4,452,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42,0,994,1,0,0,25,8,365,5,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
37,0,655,0,1,0,4,3,258,6,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
57,0,2038,0,0,0,9,1,628,1,182,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25,0,-375,1,0,0,14,5,61,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31,0,476,0,0,0,9,3,284,2,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,0,137,0,1,0,25,5,359,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31,0,1858,0,0,0,12,1,453,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,298,1,1,2,26,8,518,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39,0,633,0,0,0,19,9,105,2,133,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,241,1,0,0,14,8,189,1,371,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
39,0,2981,0,0,0,26,7,200,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23,0,488,0,0,0,29,6,205,1,91,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
47,0,1230,1,0,1,12,9,378,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,0,0,1,0,0,19,9,231,4,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51,0,2323,1,1,0,18,1,151,10,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
70,0,2346,0,0,0,24,3,694,1,184,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
59,0,893,1,0,0,16,0,206,4,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
36,0,4708,0,0,0,3,2,284,1,171,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,0,1034,1,0,0,7,1,231,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,0,2648,0,0,0,5,3,917,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
70,0,3230,0,0,0,24,9,112,1,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
32,0,6281,1,0,2,3,6,1336,4,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
34,0,2555,1,0,0,26,8,129,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
62,0,1495,0,0,0,2,3,265,1,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
38,0,328,0,0,0,8,1,230,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
51,0,129,1,0,0,15,8,611,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,0,3770,0,0,0,28,4,757,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
54,0,114,0,0,0,30,5,458,3,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
60,0,683,0,0,0,8,9,507,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
61,0,6016,0,0,0,2,3,670,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,0,0,0,1,0,14,5,245,2,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42,0,807,1,0,0,19,9,1057,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36,0,222,1,0,2,23,8,188,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,0,1368,0,0,0,27,8,329,1,41,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
37,0,1967,0,0,1,27,10,376,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40,0,1616,0,0,1,28,5,1009,7,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
80,0,997,0,0,0,29,10,746,2,86,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
34,0,262,0,0,0,20,9,371,1,-1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47,0,236,0,0,0,18,1,263,4,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
35,0,681,0,0,0,18,3,737,1,561,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
55,0,42,1,0,1,11,8,386,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
76,0,3049,0,0,0,24,7,170,3,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
33,0,2637,0,0,0,28,1,583,17,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47,0,1764,0,1,0,26,1,119,6,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
71,0,5584,0,0,0,21,1,534,3,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
38,0,190,1,0,1,19,9,623,1,175,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38,0,530,1,0,0,20,0,59,3,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,0,133,0,0,0,15,0,171,1,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
35,0,3636,0,1,0,21,9,808,2,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
59,0,679,0,0,0,30,5,761,4,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
30,0,60,0,0,0,29,4,55,2,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41,0,4418,1,0,0,21,9,855,3,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
47,0,736,0,0,0,29,5,212,2,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
41,0,2498,0,0,0,12,1,411,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31,0,1776,0,0,0,15,6,220,1,207,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
36,0,177,1,0,2,12,8,63,5,-1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
55,0,668,0,0,0,28,1,25,6,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,0,-28,1,1,2,30,8,289,2,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25,0,292,1,1,0,18,8,1027,2,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55,0,1199,0,1,1,4,8,159,10,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
39,0,7,1,0,0,20,9,931,4,-1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50,0,-298,1,0,0,6,3,68,8,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
33,0,2885,0,0,0,5,1,1051,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27,0,1720,0,0,0,15,6,910,1,224,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47,0,2,1,1,0,20,9,661,4,190,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26,0,-119,0,1,0,9,5,359,5,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
35,0,18111,0,0,0,14,1,172,4,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
50,0,297,1,0,2,5,8,119,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47,0,255,0,1,0,30,5,802,4,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,0,674,1,0,0,6,5,267,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,0,0,0,0,0,4,11,316,3,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
50,0,4527,1,0,0,14,8,140,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40,0,-90,1,0,2,28,8,130,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39,0,3,0,1,2,1,5,625,1,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
61,0,2557,1,0,0,10,3,158,2,92,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
27,0,35,0,0,0,4,5,255,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
39,0,83,1,0,0,30,5,69,6,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30,0,2,0,0,0,27,1,19,21,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
69,0,3588,1,0,0,10,2,429,1,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
30,1,457,1,0,2,20,6,115,20,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30,0,6432,1,0,0,21,9,206,2,119,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30,0,4787,1,0,0,18,9,266,1,167,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
46,0,3434,0,1,0,8,6,148,2,101,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
27,0,261,1,0,0,29,4,236,2,247,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
37,0,443,0,0,0,29,4,1600,1,-1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
67,0,0,0,0,0,13,1,1152,2,188,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
43,0,285,1,0,0,15,8,22,6,-1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
58,0,2920,1,0,2,9,6,136,1,-1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50,0,2570,0,0,0,18,9,273,2,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45,0,946,1,0,0,21,9,56,2,175,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
33,1,280,0,1,0,18,9,155,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30,0,893,0,0,0,26,1,45,3,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
45,0,0,1,0,0,16,10,283,1,165,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45,0,317,1,0,0,8,0,325,2,-1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
60,0,8837,1,0,2,16,8,144,4,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35,0,2971,0,0,0,4,8,429,4,164,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
47,0,225,0,0,0,28,1,1126,4,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
51,0,1573,0,0,0,28,1,72,18,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28,0,-522,1,1,0,18,8,638,2,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
45,0,205,0,0,0,4,8,552,1,90,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39,0,75,0,0,2,6,6,26,1,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
37,0,340,0,0,0,11,1,90,4,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
46,0,1600,1,1,0,11,1,1244,1,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
81,0,243,0,0,0,27,4,340,1,92,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
27,0,0,1,0,0,21,5,53,6,-1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
78,0,3219,0,0,0,24,3,151,1,-1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
44,0,294,0,0,0,16,0,165,3,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29,0,199,1,1,2,7,8,1689,4,-1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37,0,0,1,1,0,15,5,101,3,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
44,0,210,0,1,2,12,8,111,2,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
25,0,58,0,0,0,24,5,139,5,-1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
55,0,517,1,1,2,19,8,61,4,-1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
37,0,106,1,0,0,25,1,511,1,392,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31,0,985,1,0,0,17,0,997,1,57,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
25,0,220,0,0,0,26,8,68,1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
